No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur
4301,UPT SD NEGERI 228 PINRANG,SD,Negeri,150,9,3,7,3500,4887,74,3184366,119815167
4302,UPT SD NEGERI 229 PINRANG,SD,Negeri,81,9,1,7,900,3287,75,3731062,119970969
4303,UPT SD NEGERI 230 PINRANG,SD,Negeri,57,6,0,8,900,3967,89,371264,119588931
4304,UPT SD NEGERI 231 PINRANG,SD,Negeri,78,7,1,7,5500,4978,76,3593996,120257943
4305,UPT SD NEGERI 95 PINRANG,SD,Negeri,203,11,4,7,2200,4293,60,3373383,120052467
4306,UPT SD NEGERI 96 PINRANG,SD,Negeri,308,12,3,10,5500,2766,79,3434047,120066787
4307,UPT SD NEGERI 97 PINRANG,SD,Negeri,104,7,2,7,1300,2880,90,3772811,119544797
4308,UPT SD NEGERI 98 PINRANG,SD,Negeri,102,8,3,7,900,3757,85,3787689,119840919
4309,UPT SD NEGERI 99 PINRANG,SD,Negeri,110,8,1,7,2200,1990,73,3467136,119823
4310,SD HAFIZH ALQURBAH SUPPA,SD,Swasta,49,7,1,5,2200,3982,76,3607599,120041409
4311,SD NEGERI 89 PINRANG,SD,Negeri,129,7,2,9,900,826,74,367423,120048965
4312,SD NEGERI 90 TIROANG,SD,Negeri,81,9,1,6,2200,3662,64,3256777,120155841
4313,UPT SD NEGERI 173 PINRANG,SD,Negeri,98,9,2,6,3500,3710,79,3145036,119963192
4314,UPT SD NEGERI 188 PINRANG,SD,Negeri,96,7,2,7,1300,1919,97,3663461,120139132
4315,UPT SD NEGERI 215 PINRANG,SD,Negeri,95,9,1,10,2200,2405,98,3369193,119924574
4316,UPT SD NEGERI 216 PINRANG,SD,Negeri,96,8,1,7,5500,1858,82,3612769,119580044
4317,UPT SD NEGERI 252 PINRANG,SD,Negeri,153,7,2,7,5500,3131,63,3222335,120249598
4318,UPT SD NEGERI 253 PINRANG,SD,Negeri,67,8,2,7,1300,3239,85,3342576,120284463
4319,UPT SD NEGERI 254 PINRANG,SD,Negeri,106,7,4,7,3500,4979,68,3178356,119850226
4320,UPT SD NEGERI 255 PINRANG,SD,Negeri,182,10,2,7,5500,4569,81,3145861,120140248
4321,UPT SD NEGERI 256 PINRANG,SD,Negeri,128,6,2,8,5500,1023,98,3265532,119852521
4322,UPT SD NEGERI 290 PINRANG,SD,Negeri,133,10,1,7,3500,3367,86,3439961,120134768
4323,UPT SD NEGERI 291 PINRANG,SD,Negeri,88,6,4,7,5500,4987,66,3109203,120103515
4324,UPT SD NEGERI 88 PINRANG,SD,Negeri,209,14,2,12,900,2691,68,3748512,12021078
4325,UPT SD NEGERI 91 PINRANG,SD,Negeri,132,10,1,9,2200,1131,94,3737855,120014431
4326,UPT SD NEGERI 92 PINRANG,SD,Negeri,152,10,2,8,5500,1655,84,3388913,11959613
4327,UPT SD NEGERI 93 PINRANG,SD,Negeri,173,8,1,8,3500,1100,80,3511675,119958982
4328,UPT SD NEGERI 94 PINRANG,SD,Negeri,108,8,1,7,5500,2627,99,3187656,120137884
4329,UPT SD NEGERI INPRES TONRONG SADDANG,SD,Negeri,116,9,2,7,3500,3788,88,3369042,119648942
4330,UPT SD NEGERI 163 PINRANG,SD,Negeri,116,7,3,7,1300,4266,80,3263252,120043666
4331,UPT SD NEGERI 221 PINRANG,SD,Negeri,0,8,3,0,3500,1971,79,3305497,120139862
4332,UPT SD NEGERI 222 PINRANG,SD,Negeri,125,7,3,7,5500,879,73,3217367,120040415
4333,UPT SD NEGERI 264 PINRANG,SD,Negeri,56,8,3,7,3500,4418,68,351315,119806627
4334,UPT SD NEGERI 265 PINRANG,SD,Negeri,145,8,5,10,3500,2216,91,3231892,119688642
4335,UPT SD NEGERI 294 PINRANG,SD,Negeri,106,9,2,7,900,3266,65,3553956,12025459
4336,UPT SD NEGERI 33 PINRANG,SD,Negeri,90,7,4,8,3500,2519,93,3700021,120067767
4337,UPT SD NEGERI 34 PINRANG,SD,Negeri,123,8,2,7,1300,4339,67,3714683,119691651
4338,UPT SD NEGERI 35 PINRANG,SD,Negeri,108,7,3,7,2200,4099,83,354004,119688869
4339,UPT SD NEGERI 37 PINRANG,SD,Negeri,110,8,3,7,1300,3788,80,314769,11952766
4340,UPT SD NEGERI 40 PINRANG,SD,Negeri,162,8,1,7,5500,693,75,3405082,120156495
4341,UPT SD NEGERI 41 PINRANG,SD,Negeri,82,7,3,8,2200,2629,65,3160799,11998908
4342,UPT SD NEGERI 42 PINRANG,SD,Negeri,129,10,2,8,2200,4364,86,3583109,119524478
4343,UPT SD NEGERI 43 PINRANG,SD,Negeri,52,9,2,6,3500,2885,73,3314448,119938736
4344,UPT SD NEGERI 50 PINRANG,SD,Negeri,91,9,1,7,1300,3438,75,3530939,119585172
4345,UPT SD NEGERI INPRES CEMPA DAO,SD,Negeri,90,7,3,8,900,1436,84,3272586,120133333
4346,UPT SD NEGERI INPRES MENRE,SD,Negeri,99,9,3,7,1300,4583,69,3637549,119704518
4347,UPT SD NEGERI INPRES TANSIE,SD,Negeri,49,8,2,6,5500,2042,76,3609101,120273841
4348,UPT SD NEGERI INPRES WAKKA,SD,Negeri,71,6,2,7,900,4173,96,3583751,119780959
4349,UPT SD NEGERI 178 PINRANG,SD,Negeri,118,8,1,7,5500,2678,91,3274063,119888321
4350,UPT SD NEGERI 204 PINRANG,SD,Negeri,93,7,2,7,1300,3536,65,3637912,120090414
4351,UPT SD NEGERI 233 PINRANG,SD,Negeri,39,6,1,7,1300,3478,80,3765435,119991797
4352,UPT SD NEGERI 235 LANRISANG,SD,Negeri,96,8,1,7,5500,4946,98,3200368,119982595
4353,UPT SD NEGERI 236 PINRANG,SD,Negeri,48,8,0,7,3500,3919,93,3403016,119520247
4354,UPT SD NEGERI 280 PINRANG,SD,Negeri,65,7,1,7,3500,2167,63,3391644,119584329
4355,UPT SD NEGERI 281 PINRANG,SD,Negeri,34,6,0,6,5500,864,71,3401719,120036267
4356,UPT SD NEGERI 282 PINRANG,SD,Negeri,20,7,1,3,900,4943,74,3308224,119747064
4357,UPT SD NEGERI 58 PINRANG,SD,Negeri,53,7,0,7,3500,3558,100,3171489,11989939
4358,UPT SD NEGERI 59 PINRANG,SD,Negeri,73,7,2,8,2200,3761,72,3164556,120183771
4359,UPT SD NEGERI 60 PINRANG,SD,Negeri,44,9,1,7,900,4773,93,3688063,119957807
4360,UPT SD NEGERI 61 PINRANG,SD,Negeri,103,7,3,7,3500,1215,93,3516947,119930052
4361,UPT SD NEGERI 62 PINRANG,SD,Negeri,235,11,2,10,2200,2831,100,3489734,119867821
4362,UPT SD NEGERI 63 PINRANG,SD,Negeri,121,7,2,8,1300,4241,97,3292858,120242279
4363,UPT SD NEGERI 68 PINRANG,SD,Negeri,218,11,3,10,1300,4136,96,321123,120252472
4364,UPT SD NEGERI 69 PINRANG,SD,Negeri,76,7,2,7,900,4912,91,3195745,119792343
4365,UPT SD NEGERI 70 PINRANG,SD,Negeri,156,8,3,8,2200,1314,84,3621697,119612802
4366,UPT SD NEGERI 71 PINRANG,SD,Negeri,54,8,0,6,900,2490,75,3310174,119559268
4367,SD MUHAMMADIYAH JAMPUE,SD,Swasta,75,5,1,7,900,1879,88,3204739,119514362
4368,UPT SD INPRES BARUPPU,SD,Negeri,73,7,0,6,900,2990,64,3379362,119749175
4369,UPT SD INPRES LIBUKANG,SD,Negeri,36,6,2,3,5500,4131,88,3777828,120147077
4370,UPT SD NEGERI 124 PINRANG,SD,Negeri,52,7,1,7,3500,3382,81,3172484,120169237
4371,UPT SD NEGERI 125 PINRANG,SD,Negeri,65,8,2,7,1300,3530,96,3463091,120064207
4372,UPT SD NEGERI 151 PINRANG,SD,Negeri,71,6,1,7,2200,1151,62,318652,119714484
4373,UPT SD NEGERI 154 PINRANG,SD,Negeri,73,7,2,3,2200,2485,66,3762755,120036168
4374,UPT SD NEGERI 184 PINRANG,SD,Negeri,112,7,4,8,900,3271,60,3265322,120205337
4375,UPT SD NEGERI 198 PINRANG,SD,Negeri,81,9,3,7,3500,2168,65,338072,119786883
4376,UPT SD NEGERI 219 PINRANG,SD,Negeri,72,10,2,7,900,2379,78,3720494,120154251
4377,UPT SD NEGERI 267 PINRANG,SD,Negeri,160,8,2,7,2200,3367,87,366986,119654688
4378,UPT SD NEGERI 274 PINRANG,SD,Negeri,80,9,1,5,900,2628,93,3154663,119843915
4379,UPT SD NEGERI 295 PINRANG,SD,Negeri,77,7,3,7,2200,2265,84,3277286,120214398
4380,UPT SD NEGERI INPRES BACUKIKI,SD,Negeri,56,8,3,7,2200,1666,82,3788814,120076763
4381,UPT SD NEGERI INPRES KAMP BARU,SD,Negeri,53,8,3,7,1300,3364,81,3162043,120024498
4382,SD NEGERI 1 ALLAKUANG,SD,Negeri,127,8,4,8,5500,3949,90,3917272,11982349
4383,SD NEGERI 1 PANGKAJENE,SD,Negeri,315,17,2,12,3500,1027,90,3608409,120093825
4384,SD NEGERI 1 SEREANG,SD,Negeri,120,10,2,7,3500,1845,90,339188,120088906
4385,SD NEGERI 10 PANGKAJENE,SD,Negeri,571,24,2,22,5500,3393,90,3536079,11987885
4386,SD NEGERI 11 PANGKAJENE,SD,Negeri,577,26,4,21,900,4610,89,3960762,119739352
4387,SD NEGERI 12 PANGKAJENE,SD,Negeri,296,17,3,13,1300,4433,90,3894068,119788239
4388,SD NEGERI 14 PANGKAJENE,SD,Negeri,146,8,2,7,1300,1688,90,3864236,119788057
4389,SD NEGERI 15 PANGSID,SD,Negeri,143,10,2,7,3500,3944,82,3881397,120112661
4390,SD NEGERI 16 PANGKAJENE,SD,Negeri,78,8,3,7,3500,3498,84,3601612,12019786
4391,SD NEGERI 17 PANGKAJENE,SD,Negeri,180,9,2,7,3500,3273,64,3929828,120063344
4392,SD NEGERI 19 PANGKAJENE,SD,Negeri,147,10,3,7,3500,4942,89,3974143,120153573
4393,SD NEGERI 2 ALLAKUANG,SD,Negeri,182,11,2,9,3500,4671,90,3699021,119866199
4394,SD NEGERI 2 PANGKAJENE,SD,Negeri,70,9,3,7,3500,3344,90,334599,120096145
4395,SD NEGERI 2 SEREANG,SD,Negeri,160,8,3,8,900,2358,85,3353528,120126236
4396,SD NEGERI 20 PANGKAJENE,SD,Negeri,159,10,1,9,3500,3863,87,3655366,119888252
4397,SD NEGERI 21 PANGKAJENE,SD,Negeri,87,8,3,7,2200,766,67,3411513,119736349
4398,SD NEGERI 3 ALLAKUANG,SD,Negeri,166,8,3,7,3500,2543,76,3801703,119932372
4399,SD NEGERI 3 PANGKAJENE,SD,Negeri,84,9,3,7,5500,3767,70,3729705,11967065
4400,SD NEGERI 3 SEREANG,SD,Negeri,113,8,3,7,3500,4536,90,3934151,119923434
4401,SD NEGERI 4 ALLAKUANG,SD,Negeri,75,8,3,7,1300,680,90,3432722,119946194
4402,SD NEGERI 4 PANGKAJENE,SD,Negeri,197,12,3,11,2200,1451,84,3504278,119946022
4403,SD NEGERI 4 SEREANG,SD,Negeri,63,9,2,7,900,4960,89,3509647,120140434
4404,SD NEGERI 5 PANGKAJENE,SD,Negeri,143,10,0,7,5500,1012,85,3404237,1197324
4405,SD NEGERI 6 PANGKAJENE,SD,Negeri,105,8,2,8,2200,4483,88,3890936,119787631
4406,SD NEGERI 7 PANGKAJENE,SD,Negeri,58,8,3,7,2200,3954,96,3869316,11981502
4407,SD NEGERI 8 PANGKAJENE,SD,Negeri,159,9,2,9,2200,3252,87,3970011,120025002
4408,SD NEGERI 9 PANGKAJENE,SD,Negeri,190,11,3,10,1300,3339,93,3370722,120167268
4409,SD ISLAM AR RAHMAH PANGKAJENE,SD,Swasta,0,18,2,0,3500,1314,80,359647,120066883
4410,SD IT AL KAUTSAR,SD,Swasta,145,11,2,6,5500,2726,63,3560898,119922031
4411,SD IT AT TAUHID,SD,Swasta,414,29,3,18,3500,1418,67,3976724,119992499
4412,SD NEGERI 1 MACORAWALIE,SD,Negeri,134,8,3,7,3500,2313,64,3972108,120049222
4413,SD NEGERI 1 RAPPANG,SD,Negeri,321,16,3,16,900,4188,83,3656913,119663531
4414,SD NEGERI 1 TIMORENG PANUA,SD,Negeri,176,8,4,8,2200,3910,94,3785278,120085634
4415,SD NEGERI 10 RAPPANG,SD,Negeri,129,8,3,8,900,986,88,3545586,120086691
4416,SD NEGERI 11 RAPPANG,SD,Negeri,30,7,3,7,5500,2011,85,3347012,120045826
4417,SD NEGERI 12 RAPPANG,SD,Negeri,83,8,4,7,3500,1758,88,3984295,120098884
4418,SD NEGERI 2 MACORAWALIE,SD,Negeri,95,9,3,7,1300,1438,80,3619418,119815588
4419,SD NEGERI 2 RAPPANG,SD,Negeri,253,16,4,13,1300,2813,81,3989508,120193287
4420,SD NEGERI 2 TIMORENG PANUA,SD,Negeri,116,8,2,9,1300,3500,82,3668169,119702586
4421,SD NEGERI 3 MACORAWALIE,SD,Negeri,124,9,2,7,1300,3658,90,3341295,120109258
4422,SD NEGERI 3 TIMORENG PANUA,SD,Negeri,139,9,3,7,1300,2496,84,3511936,119735962
4423,SD NEGERI 4 MACORAWALIE,SD,Negeri,103,10,2,7,5500,2864,83,3553398,120143566
4424,SD NEGERI 4 RAPPANG,SD,Negeri,173,11,3,16,3500,4307,85,34223,119742857
4425,SD NEGERI 4 TIMORENG PANUA,SD,Negeri,91,7,3,8,900,3699,83,3615596,120151328
4426,SD NEGERI 5 TIMORENG PANUA,SD,Negeri,166,11,2,8,3500,3538,91,3919237,119739355
4427,SD NEGERI 6 MACORAWALIE,SD,Negeri,116,8,2,7,900,4521,87,3615509,119733202
4428,SD NEGERI 6 RAPPANG,SD,Negeri,155,8,3,8,3500,3240,82,3416618,120015191
4429,SD NEGERI 6 TIMORENG PANUA,SD,Negeri,103,8,3,7,2200,4193,87,3521522,120118752
4430,SD NEGERI 7 MACORAWALIE,SD,Negeri,95,9,2,8,900,945,80,3861792,11970006
4431,SD NEGERI 7 RAPPANG,SD,Negeri,74,8,4,7,2200,1344,86,3807983,119713462
4432,SD NEGERI 7 TIMORENG PANUA,SD,Negeri,98,9,1,7,5500,1926,85,3380809,12004656
4433,SD NEGERI 8 RAPPANG,SD,Negeri,79,8,3,9,1300,2277,71,350935,120104345
4434,SD NEGERI 9 RAPPANG,SD,Negeri,60,7,2,7,900,1571,77,3716365,119775482
4435,SD QUR ANI ALIKHLASH RAPPANG,SD,Swasta,603,34,4,25,5500,1909,95,3757432,119644204
4436,SD NEGERI 1 BARANTI,SD,Negeri,149,9,2,8,900,3328,64,3583889,12000228
4437,SD NEGERI 1 BENTENG,SD,Negeri,75,9,2,7,1300,4371,72,3346535,119652075
4438,SD NEGERI 1 PASSENO,SD,Negeri,96,9,2,8,3500,3212,93,3448057,119619811
4439,SD NEGERI 1 TONRONGE,SD,Negeri,119,6,4,7,3500,851,61,3915111,119890675
4440,SD NEGERI 10 BENTENG,SD,Negeri,105,8,4,8,2200,1906,83,3929341,119940956
4441,SD NEGERI 11 BENTENG,SD,Negeri,58,8,3,7,3500,2451,80,3778141,11971797
4442,SD NEGERI 2 BARANTI,SD,Negeri,62,6,2,7,5500,2598,82,3424763,119851904
4443,SD NEGERI 2 BENTENG,SD,Negeri,48,9,2,8,1300,3015,80,3660445,119683646
4444,SD NEGERI 2 PASSENO,SD,Negeri,122,8,3,7,3500,4313,82,3477822,120160595
4445,SD NEGERI 2 TONRONGE,SD,Negeri,61,8,3,9,2200,1570,84,3373531,12000112
4446,SD NEGERI 3 BARANTI,SD,Negeri,134,8,1,9,5500,1333,90,3338803,120054548
4447,SD NEGERI 3 PASSENO,SD,Negeri,67,8,3,7,900,2113,94,3307149,119676635
4448,SD NEGERI 3 TONRONGE,SD,Negeri,111,8,4,7,2200,1771,83,3930471,119913631
4449,SD NEGERI 4 BENTENG,SD,Negeri,112,9,2,7,2200,4639,90,3442528,11964518
4450,SD NEGERI 4 PASSENO,SD,Negeri,120,8,3,7,3500,4277,95,3832764,119680254
4451,SD NEGERI 5 BARANTI,SD,Negeri,156,9,2,9,1300,1895,89,3989129,11979209
4452,SD NEGERI 5 BENTENG,SD,Negeri,165,10,1,10,3500,4932,90,3344959,11991925
4453,SD NEGERI 5 PASSENO,SD,Negeri,44,8,0,7,900,3316,81,372815,120158953
4454,SD NEGERI 6 BARANTI,SD,Negeri,70,9,2,8,3500,1391,95,3894688,119922332
4455,SD NEGERI 6 BENTENG,SD,Negeri,105,8,3,8,900,2466,84,3385396,120110072
4456,SD NEGERI 6 PASSENO,SD,Negeri,80,8,2,8,3500,1115,85,3900825,120050756
4457,SD NEGERI 7 BARANTI,SD,Negeri,131,9,2,8,900,4481,94,3772131,120123677
4458,SD NEGERI 7 BENTENG,SD,Negeri,128,8,4,7,1300,1094,74,3565557,119715236
4459,SD NEGERI 8 BARANTI,SD,Negeri,113,8,2,7,3500,2834,75,3737195,119855776
4460,SD NEGERI 8 BENTENG,SD,Negeri,77,7,2,7,2200,2073,79,3354123,120167722
4461,SD NEGERI 9 BENTENG,SD,Negeri,152,9,2,7,3500,4616,91,3404683,119806054
4462,SD NEGERI 1 ARAWA,SD,Negeri,344,16,3,13,2200,3244,90,3517386,119603287
4463,SD NEGERI 1 CARAWALI,SD,Negeri,56,7,3,7,900,754,93,3795658,120162333
4464,SD NEGERI 1 LAINUNGAN,SD,Negeri,104,7,3,7,3500,3077,85,3630606,120019604
4465,SD NEGERI 1 LAWAWOI,SD,Negeri,248,16,3,14,2200,3107,86,3882974,119648328
4466,SD NEGERI 10 ARAWA,SD,Negeri,71,8,4,7,900,3581,80,3852195,120091711
4467,SD NEGERI 2 ARAWA,SD,Negeri,179,9,4,8,5500,3584,80,3342671,119741019
4468,SD NEGERI 2 CARAWALI,SD,Negeri,90,9,3,7,900,1865,86,3494794,119791007
4469,SD NEGERI 2 LAINUNGAN,SD,Negeri,172,8,3,7,5500,4744,89,3700915,119725813
4470,SD NEGERI 2 LAWAWOI,SD,Negeri,151,8,3,7,5500,4377,87,3726942,120149225
4471,SD NEGERI 3 ARAWA,SD,Negeri,332,16,2,18,1300,4266,86,3989696,119669184
4472,SD NEGERI 3 CARAWALI,SD,Negeri,172,15,4,13,3500,1780,86,3364141,120043366
4473,SD NEGERI 3 LAINUNGAN,SD,Negeri,222,10,2,13,5500,1690,87,3476092,119825245
4474,SD NEGERI 3 LAWAWOI,SD,Negeri,160,8,4,7,3500,1641,79,3803452,119717829
4475,SD NEGERI 4 ARAWA,SD,Negeri,257,12,2,10,5500,2237,70,3875295,11987073
4476,SD NEGERI 4 CARAWALI,SD,Negeri,86,7,4,7,1300,3141,81,360912,119690139
4477,SD NEGERI 4 LAINUNGAN,SD,Negeri,41,7,2,4,2200,583,95,3411679,119885723
4478,SD NEGERI 4 LAWAWOI,SD,Negeri,79,9,3,7,3500,1740,71,3407114,119818796
4479,SD NEGERI 5 ARAWA,SD,Negeri,274,15,2,12,2200,2305,81,3395875,119767464
4480,SD NEGERI 5 LAWAWOI,SD,Negeri,54,8,3,7,2200,1490,83,3386325,11973077
4481,SD NEGERI 6 ARAWA,SD,Negeri,352,16,4,15,2200,1225,85,3693928,119670116
4482,SD NEGERI 7 ARAWA,SD,Negeri,124,8,2,7,900,4457,87,3524686,120172375
4483,SD NEGERI 8 ARAWA,SD,Negeri,30,8,3,4,3500,1318,78,3584814,119934461
4484,SD NEGERI 9 ARAWA,SD,Negeri,184,9,4,7,900,1965,87,345948,120150543
4485,SD ISLAM TERPADU AL IMAN ULUALE,SD,Swasta,221,11,2,10,900,2921,78,3675208,120085908
4486,UPT SD NEGERI 10 BATU,SD,Negeri,68,6,2,7,900,4830,97,3572223,11995143
4487,UPT SD NEGERI 11 BATU,SD,Negeri,27,9,3,7,3500,2760,62,3902863,120093529
4488,UPT SD NEGERI 2 BELAWAE,SD,Negeri,92,7,1,7,2200,4103,81,3777704,119623337
4489,UPT SD NEGERI 7 BILA,SD,Negeri,98,8,2,7,5500,3801,93,3549179,119823204
4490,SD NEGERI 1 BATU,SD,Negeri,72,10,4,7,3500,3902,82,3483025,119830102
4491,SD NEGERI 1 BELAWAE,SD,Negeri,154,8,4,7,1300,2914,73,3981155,120081351
4492,SD NEGERI 1 BILA,SD,Negeri,143,8,4,7,900,4638,73,3806908,119701704
4493,SD NEGERI 10 BILA,SD,Negeri,47,7,3,7,1300,904,91,3652004,119745114
4494,SD NEGERI 12 BATU,SD,Negeri,43,8,3,7,5500,2635,87,366977,12010179
4495,SD NEGERI 12 BILA,SD,Negeri,86,8,2,6,900,1877,84,361303,11967145
4496,SD NEGERI 13 BATU,SD,Negeri,39,7,3,7,5500,2785,71,3573237,120026227
4497,SD NEGERI 13 BILA,SD,Negeri,22,6,1,4,900,4316,64,3408339,119840854
4498,SD NEGERI 2 BATU,SD,Negeri,91,7,2,7,1300,2131,98,3837322,119698892
4499,SD NEGERI 3 BATU,SD,Negeri,263,15,4,10,900,4942,75,3946716,119959072
4500,SD NEGERI 3 BELAWAE,SD,Negeri,80,7,3,10,1300,2255,85,3423182,120037241
4501,SD NEGERI 3 BILA,SD,Negeri,116,8,4,7,1300,3207,77,3591648,119965597
4502,SD NEGERI 4 BATU,SD,Negeri,117,10,5,7,900,3939,82,3477741,119715987
4503,SD NEGERI 4 BELAWAE,SD,Negeri,149,8,2,8,2200,1240,98,3774018,119944122
4504,SD NEGERI 4 BILA,SD,Negeri,77,8,3,9,5500,3670,77,3971465,119979461
4505,SD NEGERI 5 BATU,SD,Negeri,49,9,1,7,1300,3578,97,3836995,119876413
4506,SD NEGERI 6 BATU,SD,Negeri,69,8,4,8,3500,4126,76,3441728,120149555
4507,SD NEGERI 7 BATU,SD,Negeri,63,8,3,8,3500,653,95,3385313,120178453
4508,SD NEGERI 8 BATU,SD,Negeri,37,6,4,6,1300,4682,71,3723436,119970971
4509,SD NEGERI 8 BILA,SD,Negeri,64,7,3,7,900,4940,91,3927722,119922022
4510,SD NEGERI 9 BATU,SD,Negeri,46,8,3,7,5500,3522,63,3334867,119877673
4511,SD NEGERI 9 BILA,SD,Negeri,125,8,3,8,3500,4914,78,3784423,120132061
4512,SD NEGERI 1 BETAO,SD,Negeri,252,13,5,14,1300,519,94,3777466,120024729
4513,SD NEGERI 1 LANCIRANG,SD,Negeri,118,9,2,7,5500,1929,62,3864871,119721395
4514,SD NEGERI 1 OTTING,SD,Negeri,146,9,3,10,900,2101,85,3619672,119903014
4515,SD NEGERI 10 LANCIRANG,SD,Negeri,73,7,2,7,3500,1882,77,3763,119914363
4516,SD NEGERI 10 OTTING,SD,Negeri,109,9,2,7,3500,2110,82,3859181,120095641
4517,SD NEGERI 2 BETAO,SD,Negeri,93,8,3,7,2200,1252,78,3676393,120182474
4518,SD NEGERI 2 LANCIRANG,SD,Negeri,160,8,2,10,2200,4317,80,3851987,120122183
4519,SD NEGERI 2 OTTING,SD,Negeri,133,8,3,7,5500,2456,74,3794531,120051785
4520,SD NEGERI 3 BETAO,SD,Negeri,33,8,1,7,3500,3139,70,3940856,120181468
4521,SD NEGERI 3 OTTING,SD,Negeri,145,8,3,7,5500,1700,97,3632399,119699344
4522,SD NEGERI 4 BETAO,SD,Negeri,72,7,1,7,2200,1779,97,3850745,119770653
4523,SD NEGERI 4 LANCIRANG,SD,Negeri,232,10,2,11,3500,3612,99,3519347,120070064
4524,SD NEGERI 4 OTTING,SD,Negeri,202,9,1,9,2200,2609,78,3754788,119681512
4525,SD NEGERI 5 BETAO,SD,Negeri,85,7,3,7,900,1143,60,3350937,119964702
4526,SD NEGERI 5 OTTING,SD,Negeri,110,7,2,7,5500,4692,72,3817609,120142343
4527,SD NEGERI 6 LANCIRANG,SD,Negeri,44,8,2,8,900,755,70,3347537,119906543
4528,SD NEGERI 6 OTTING,SD,Negeri,112,8,2,8,1300,1398,100,3519054,119660015
4529,SD Negeri 7 Lancirang,SD,Negeri,241,9,3,10,900,1783,92,3846837,1199297
4530,SD NEGERI 7 OTTING,SD,Negeri,97,8,1,7,2200,1045,91,3562251,12005597
4531,SD NEGERI 8 LANCIRANG,SD,Negeri,184,9,3,7,5500,1072,66,3839204,119770229
4532,SD NEGERI 8 OTTING,SD,Negeri,124,8,1,7,3500,4209,89,3427423,120058936
4533,SD NEGERI 9 LANCIRANG,SD,Negeri,83,7,2,7,1300,837,79,3395948,119854968
4534,SD NEGERI 9 OTTING,SD,Negeri,89,7,3,8,1300,4272,84,3830833,11974113
4535,SD MUHAMMADIYAH AJUBISSUE,SD,Swasta,47,4,1,7,2200,4165,64,3492523,119703347
4536,SD MUHAMMADIYAH MAKKORING,SD,Swasta,69,4,4,7,1300,1304,83,355769,119693024
4537,SDI AS SUNNAH SALOBUKKANG,SD,Swasta,0,1,0,0,1300,858,63,3736445,12000089
4538,SD NEGERI 1 TANRUTEDONG,SD,Negeri,160,8,3,7,5500,3137,87,3474226,119961067
4539,SD NEGERI 10 TANRUTEDONG,SD,Negeri,178,9,2,7,3500,4926,74,3503121,119717837
4540,SD NEGERI 11 BILA,SD,Negeri,46,8,1,7,3500,4535,75,3804713,119700856
4541,SD NEGERI 11 LANCIRANG,SD,Negeri,61,8,0,7,3500,4993,64,3953374,119910061
4542,SD NEGERI 11 TANRUTEDONG,SD,Negeri,144,9,3,7,3500,901,92,3861084,120097728
4543,SD NEGERI 12 TANRUTEDONG,SD,Negeri,82,8,3,7,900,2230,73,3369647,120158289
4544,SD NEGERI 13 TANRUTEDONG,SD,Negeri,130,8,2,7,5500,857,89,3901996,120069355
4545,SD NEGERI 14 TANRUTEDONG,SD,Negeri,31,7,2,4,5500,2568,95,3472156,119664563
4546,SD NEGERI 15 TANRUTEDONG,SD,Negeri,132,10,1,7,3500,1161,62,3867727,120013283
4547,SD NEGERI 16 TANRUTEDONG,SD,Negeri,93,7,3,7,900,3829,91,3562062,120016177
4548,SD NEGERI 17 TANRUTEDONG,SD,Negeri,68,8,1,7,1300,1105,78,3937504,119853322
4549,SD NEGERI 2 BILA,SD,Negeri,112,7,2,7,1300,2708,61,3496055,119960498
4550,SD NEGERI 3 LANCIRANG,SD,Negeri,168,7,3,7,5500,4568,95,3926223,119807319
4551,SD NEGERI 3 TANRUTEDONG,SD,Negeri,225,13,3,7,900,4476,90,3525497,120164821
4552,SD NEGERI 4 TANRUTEDONG,SD,Negeri,133,8,3,7,3500,1577,70,3613772,120183787
4553,SD NEGERI 5 BILA,SD,Negeri,188,9,3,9,1300,3341,73,3611282,119820447
4554,SD NEGERI 5 LANCIRANG,SD,Negeri,70,8,1,7,900,4689,89,3475631,120006919
4555,SD NEGERI 5 TANRUTEDONG,SD,Negeri,185,8,3,8,900,4254,98,3373982,12011397
4556,SD NEGERI 6 BILA,SD,Negeri,127,7,4,7,3500,3253,92,3378592,120191796
4557,SD NEGERI 6 TANRUTEDONG,SD,Negeri,201,9,4,8,3500,2615,79,3814901,120176713
4558,SD NEGERI 7 TANRUTEDONG,SD,Negeri,107,8,2,9,3500,2415,72,3397502,12006786
4559,SD NEGERI 8 TANRUTEDONG,SD,Negeri,146,9,3,7,900,3239,87,3473296,119637561
4560,SD NEGERI 9 TANRUTEDONG,SD,Negeri,116,8,3,7,900,754,79,392663,119702661
4561,SD NEGERI 1 AMPARITA,SD,Negeri,202,10,4,7,1300,3550,81,3775645,119791518
4562,SD NEGERI 1 MASSEPE,SD,Negeri,123,6,3,7,3500,1245,97,3412096,120023103
4563,SD NEGERI 1 TETEAJI,SD,Negeri,74,7,4,7,900,522,86,34205,120117037
4564,SD NEGERI 2 AMPARITA,SD,Negeri,58,9,2,10,3500,3836,84,3984043,119924437
4565,SD NEGERI 2 MASSEPE,SD,Negeri,118,9,3,7,3500,4060,65,3815728,119678135
